sims remaining: 63 3
sims remaining: 60 6
sims remaining: 57 9
sims remaining: 54 12
sims remaining: 51 15
sims remaining: 48 18
sims remaining: 45 21
sims remaining: 42 24
sims remaining: 39 27
sims remaining: 36 30
sims remaining: 33 33
sims remaining: 30 36
sims remaining: 27 39
sims remaining: 24 42
sims remaining: 21 45
sims remaining: 18 48
sims remaining: 15 51
sims remaining: 12 54
sims remaining: 9 57
sims remaining: 6 60
sims remaining: 3 63
sims remaining: 0 66
